batch,sourcefile,sourceline,filename,bytes,timestamp,md5,relpath
Archive031,Archive031_2014-03-13_DPIdetails.txt,85,histmss-023689-0011.tif,48930772,Fri Oct 18 12:36:25 EDT 2013,9a3f29e6f89935eea0528b467ea7ad45,DCR Projects/Archive/NOVEMBER/scpa/histmss-023689-0011.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,86,histmss-023689-0012.tif,49281840,Fri Oct 18 12:56:07 EDT 2013,2ac32468033a0366c13de93a7a3afdc6,DCR Projects/Archive/NOVEMBER/scpa/histmss-023689-0012.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,87,histmss-023689-0013.tif,48596512,Fri Oct 18 12:59:14 EDT 2013,b555ba29c8ce69ed196370b771394703,DCR Projects/Archive/NOVEMBER/scpa/histmss-023689-0013.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,88,histmss-023689-0014.tif,49536168,Fri Oct 18 13:03:18 EDT 2013,efc07f330970e7111b95ec3259f89d57,DCR Projects/Archive/NOVEMBER/scpa/histmss-023689-0014.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,89,histmss-023697-0001.tif,46156748,Fri Oct 18 14:07:18 EDT 2013,92ab06d2b56d85c3ed5f082754f740c3,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0001.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,90,histmss-023697-0002.tif,41962840,Fri Oct 18 14:16:15 EDT 2013,8cad661979c37cfed641c28cb7f3e102,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0002.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,91,histmss-023697-0003.tif,41730128,Fri Oct 18 14:21:41 EDT 2013,a990fe13630119f443ea7f28f532f043,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0003.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,92,histmss-023697-0004.tif,42553096,Fri Oct 18 14:28:13 EDT 2013,9d3579e824e1c9066d178f6b83c8f74f,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0004.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,93,histmss-023697-0005.tif,43546452,Fri Oct 18 14:31:20 EDT 2013,c84be488c389ccf8861d6d1d3f9e6fb2,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0005.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,94,histmss-023697-0006.tif,42385836,Fri Oct 18 14:35:00 EDT 2013,44cb7ebf25d9e2f1abde7b9c6a5646ec,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0006.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,95,histmss-023697-0007.tif,42852080,Fri Oct 18 14:40:33 EDT 2013,c087059a9445704f05291f47ba8689d2,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0007.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,96,histmss-023697-0008.tif,42116416,Fri Oct 18 14:52:22 EDT 2013,58f7c85c005c039792c13ba965b87a20,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0008.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,97,histmss-023697-0009.tif,43021844,Fri Oct 18 14:55:28 EDT 2013,6818f31bf8a6b0e4cac53bab94b60586,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0009.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,98,histmss-023697-0010.tif,42829188,Fri Oct 18 15:00:32 EDT 2013,4df1bd2d4dadf1187b0710d4bd7664c7,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0010.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,99,histmss-023697-0011.tif,43106640,Fri Oct 18 15:06:06 EDT 2013,c323a7e689f928c8a9c47641a6993d33,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0011.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,100,histmss-023697-0012.tif,43382080,Fri Oct 18 15:10:42 EDT 2013,2df93d948017214c002c868f5cfc3c87,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0012.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,101,histmss-023697-0013.tif,42763272,Fri Oct 18 15:14:40 EDT 2013,4607f5f86ff796797c4617f19ed27410,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0013.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,102,histmss-023697-0014.tif,42668132,Fri Oct 18 15:18:45 EDT 2013,a1d5b7bf327bea0a8f29a85bd90580c2,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0014.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,103,histmss-023697-0015.tif,42579644,Fri Oct 18 15:21:21 EDT 2013,69ec938d784b13c696bfacdd13eecf4b,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0015.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,104,histmss-023697-0016.tif,42610464,Fri Oct 18 15:29:35 EDT 2013,90ce2cae8d871b380997848762eae860,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0016.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,105,histmss-023697-0017.tif,42789424,Fri Oct 18 15:32:33 EDT 2013,5f513581003259bcabe4a46aebd404fe,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0017.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,106,histmss-023697-0018.tif,43483268,Fri Oct 18 15:37:57 EDT 2013,c94800574749a2fe45e3c104b755c81a,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0018.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,107,histmss-023697-0019.tif,42232248,Fri Oct 18 15:40:46 EDT 2013,3551607490fb0446b531152d72e9ac6d,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0019.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,108,histmss-023697-0020.tif,43166464,Fri Oct 18 15:44:39 EDT 2013,0cd9db552174836bebff625468500a7a,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0020.tif
Archive031,Archive031_2014-03-13_DPIdetails.txt,109,histmss-023697-0021.tif,42773104,Fri Oct 18 15:50:14 EDT 2013,a645ec0f6bd42cae2e615ea8d344564a,DCR Projects/Archive/NOVEMBER/scpa/histmss-023697-0021.tif
